Address,Zip,Phone,zip_final
2102 OXFORD A,79410,8067959300,79410
2102 OXFORD B,79410,8067959878,79410
2102 OXFORD C,79410,8067959300,79410
3801 21ST ST,794101006,8066870338,79410
2215 NASHVILLE,794101105,8067950641,79410
3825 22ND PL,794101117,8067912305,79410
4102 22ND PL,794101122,8067250237,79410
2107 OXFORD,794101160,8067255855,79410
3514 21ST ST,794101210,8067925105,79410
3514 21ST ST,794101210,8067252220,79410
3506 21ST ST,794101212,NA,79410
3710 21ST ST,794101220,8067808003,79410
3606 21ST ST,794101225,8067250233,79410
3606 21ST ST,794101226,NA,79410
3506 21ST ST,794101233,NA,79410
3506 21ST ST,794101234,8067254130,79410
3621 22ND ST,794101301,8067918484,79410
3420 22ND PLACE,794101314,8067251800,79410
3516 22ND PL,794101316,8067717222,79410
3612 23RD ST,794101326,8067938787,79410
4102 24TH ST,794101800,8067255760,79410
4102 24TH ST,794101801,8067254030,79410
4102 24TH ST,794101804,8067257015,79410
4102 24TH ST,794101806,NA,79410
4102 24TH ST,794101828,NA,79410
3615 19TH ST,794101894,8067251011,79410
4000 24TH ST,794101894,8067256000,79410
SUITE,902622636,3105371503,90262
21605 76TH AVE W,980267520,4256404777,98026
1750 112TH AVE NE,980043782,4256885234,98004
12822 124TH LN NE,980347612,4258991040,98034
400 S KINGSHIGHWAY BLVD,631101014,3144547900,63110
648 BAY RIDGE PKWY,112093330,7187481197,11209
4802 10TH AVE,112192916,7182837732,11219
4802 10TH AVE,112192916,7182836000,11219
3361 S MIAMI AVE,33133,3058544357,33133
2300 HAGGERTY RD,483232188,NA,48323
10123 SE MARKET ST,972162532,5032572500,97216
10300 NE HANCOCK ST,972203831,5032575500,97220
1624 S I ST,984055093,2534288700,98405
1501 NE MEDICAL CTR DR,977016051,5413822811,97701
222 S WOODS MILL RD,630173653,3142056600,63017
3100 S DOUGLAS RD,331346914,7863063144,33134
6200 SW 73 ST,331434679,7863063144,33143
1221 S GEAR AVE,526551679,NA,52655
1223 S GEAR AVE,526551679,NA,52655
1223 S GEAR AVE,526551689,3197682300,52655
1400 S MAIN ST,761044909,8177028400,76104
1500 S MAIN ST,761044917,8177023431,76104
6569 N CHARLES ST,212045816,NA,21204
81 VERONICA AVE,88733491,7327290920,88733
902 FROSTWOOD DR,770242449,8325304159,77024
999 N TUSTIN AVE,927056501,7146640045,92705
55 FRUIT ST,21142621,6177262000,21142
1901 1ST AVE,100297404,2124236262,10029
2625 W ALAMEDA AVE,915054822,8188439015,91505
300 CRYSTAL RUN RD,109414013,8456926999,10941
807 STATE ROUTE 17M,109502625,8457036999,10950
2 CENTEROCK RD,109942215,8457036999,10994
901 BIESTERFIELD RD,600077300,8476909767,60007
4650 LINCOLN BLVD,902926306,5624209202,90292
2121 SANTA MONICA BLVD,904042303,5624209202,90404
239 WASHINGTON ST,73023828,NA,73023
8607 EASTHAVEN COURT,346555217,7276696800,34655
1840 MEASE DR,346956605,7276696800,34695
1331 UNION AVE,381047509,9018813554,38104
1135 JADWIN AVE,993523434,5099423300,99352
888 SWIFT BLVD,993523514,5099464611,99352
404 N KEENE ST,652016626,5738759000,65201
1 HOSPITAL DR,652120001,5738822100,65212
1100 PARK AVE,101281202,2124279550,10128
1163 ROUTE 37 W,87554974,7325054007,87554
840 US HWY 1,334083858,NA,33408
2330 S CONGRESS AVE,334067608,5614729160,33406
12774 BOENKER LN,630442436,3142917997,63044
2980 SQUALICUM PKWY,982251880,3607886112,98225
2701 LEONARD DR,463837121,2199721547,46383
3300 OAKDALE N AVE,554222926,7635205122,55422
33100 CLEVELAND CLINIC BLVD,440111390,NA,44011
1561 ULSTER AVE,124495173,5183396755,12449
1402 150TH ST,113571750,7183538933,11357
200 GRAND AVE,76314363,2015030660,76314
4501 SAND CREEK RD,945318687,9258136500,94531
1425 S MAIN ST,945965318,9252954000,94596
3400 CIVIC CTR BLVD 1ST FLOOR W PAVILION,191045161,2156626932,19104
1402 150TH ST,113571750,7183538933,11357
3525 ENSIGN RD NE,985065065,3604934001,98506
414 E MAIN ST,277013720,NA,27701
415 E NOBLE AVE,335135603,3525693100,33513
INTERLACHEN FAMILY MEDICAL CTR,321482737,3863280108,32148
5323 HARRY HINES,75235,2146483571,75235
98 JAMES ST,88203902,7322302828,88203
3691 RUTGER ST,631102515,3149776100,63110
701 W N AVE,601601612,7086813200,60160
5645 W ADDISON ST,606344403,7732827000,60634
4058 W MELROSE ST,606414799,7737367000,60641
8 TH AVE AND C ST,84143,8015077000,84143
5121 S COTTONWOOD DR,84157,8014088998,84157
360 WASHINGTON AVE,124013702,8453387140,12401
711 N BROAD ST,701194206,5049883000,70119
7475 CAMINO ARROYO,950207348,4088855000,95020
945 BETHESDA DR,437011880,7404544038,43701
7145 MARINER BLVD,346091048,NA,34609
1050 REID PKWY,473741159,7659358928,47374
1624 S I ST,984055093,2534288700,98405
94 WOODLAND ST,61051217,8607144680,61051
33 W RAHN RD,454292238,9374338990,45429
1451 ASHFORD AVE,9071511,7877212160,90715
1395 CALLE SAN RAFAEL,9092518,7873097344,90925
12500 WILLOWBROOK RD,215026393,NA,21502
500 W THOMAS RD,850134235,6024066017,85013
817 LAWN AVE,189601579,2152578450,18960
3704 HWY 72 W,388348556,6626658041,38834
1160 E 3900,841241251,8012619651,84124
1606 KINGS HWY,711034128,3186756402,71103
701 S BALLENGER HWY,485323804,8102383603,48532
6555 QUINCE RD,381198202,9015153150,38119
1441 EASTLAKE AVE,900890112,3234422582,90089
1812 VERDUGO BLVD,912081407,8187907100,91208
2220 EDWARD HOLLAND DR,232302519,8046787091,23230
5230 E FARNESS DR,857122141,5203189681,85712
3270 JOE BATTLE BLVD,799382671,NA,79938
595 N W ST,189012554,NA,18901
599 W STATE ST,189012567,NA,18901
600 WILLIAMSON ST H,537034531,4142251568,53703
7102 MINERAL POINT RD,537171706,6088287603,53717
7000 SW 62ND AVE,331434717,3057406071,33143
2100 DORCHESTER AVE,21245615,6172964000,21245
1141 N MONROE DR,453851619,9373522000,45385
1 WYOMING ST,454092722,9372088000,45409
3640 COLONEL GLENN HWY,454350001,9377752625,45435
2300 MIAMI VALLEY DR,454591294,9374387800,45459
2300 MIAMI VALLEY DR,454591294,9374242469,45459
2795 W NEW HAVEN AVE,329043705,NA,32904
1836 S AVE,546015429,NA,54601
1910 S AVE,546015467,6087827300,54601
1600 MAIN ST,546502838,6087834681,54650
330 BORTHWICK AVE,38017110,6035703100,38017
55 HIGH ST,38422213,6039292137,38422
3317 W GANDY BLVD,336112931,8139028600,33611
1600 S IMPERIAL AVE,922434242,NA,92243
455 S MAIN ST,313134354,NA,31313
1326 EISENHOWER DR,314063928,NA,31406
3308 TULANE AVE,701197100,5042932273,70119
2601 TULANE AVE,701197400,5.05E+12,70119
2550 S PARKER RD,800141677,3033384545,80014
200 EMEMPLA CIRCLE,800263370,3033384545,80026
280 EXEMPLA CIRCLE,800263370,3033384545,80026
1375 E 20TH AVE,802055422,3033384545,80205
53 W 23RD ST,100104237,2127467200,10010
2001 SANTA MONICA BLVD,904042184,3103151855,90404
1151 E 3900,841241259,NA,84124
6215 ABBOTT STATION DR,335424824,8133554815,33542
38051 MARKET SQ,335427504,8137808774,33542
3525 PRYTANIA ST,701158127,5046482500,70115
33 -57 HARRISON ST,137902107,NA,13790
10 -24 MITCHELL AVE,139031617,6077626000,13903
33 -57 HARRISON ST,137902107,6077636101,13790
4417 VESTAL PKWY E,138503556,6077707365,13850
4433 VESTAL PKWY E,138503556,6077712220,13850
10 -24 MITCHELL AVE,139031617,NA,13903
6161 S YALE AVE,741361902,9185024720,74136
120 W MCKENZIE RD F,461401072,3174686200,46140
120 W MCKENZIE RD H,461401072,3174622335,46140
801 N STATE ST 3,461401270,3174776789,46140
1 MEMORIAL SQ,461401378,3174626662,46140
1500 5TH AVE,151322422,NA,15132
5200 CENTRE AVE,152321312,4125789747,15232
815 E PRATT ST,212024402,4106375700,21202
81 VERONICA AVE,88733491,7327290920,88733
1645 HAVEN AVE,82263066,6093600300,82263
208 W WHITEHORSE PIKE,8240,6096522256,8240
820 ST SEBASTIAN WAY,30901,7067742708,30901
404 WESTWOOD AVE,272624316,NA,27262
1720 WESTCHESTER DR,272627285,NA,27262
1400 S LAKE PARK AVE,463426044,2199476638,46342
307 W 11TH ST,647591428,4176823300,64759
1102 W 32 ST,648043503,NA,64804
3202 MCINTOSH CIR,648043686,NA,64804
1421 E OAKLAND PARK BLVD,333344434,9545650875,33334
2301 M ST NW,200371427,2024196200,20037
1221 MERCANTILE LN,207745374,3016185700,20774
350 N CLYDE MORRIS BLVD,321142733,3862383200,32114
740 DUNLAWTON AVE,321274240,3867631000,32127
309 PALM COAST PKWY NE,321373886,3867560591,32137
3801 BELLEMEADE AVE,477140114,8124851797,47714
716 PASCACK RD,76524235,NA,76524
31 WASHINGTON W SQ,100119172,2124758833,10011
231 S COLLINS RD,751824624,9729473200,75182
1441 N BECKLEY AVE,752031201,2149473251,75203
9440 POPPY DR,752183652,9729473200,75218
9525 GREENVILLE AVE,752434116,9729473200,75243
4880 RIVERBEND RD,803012622,3034158880,80301
4800 RIVERBEND RD,803012636,3034158850,80301
120 HOBART ST,135014308,3157981149,13501
2209 GENESEE ST,135015930,3157988100,13501
445 S ADAMS ST,543014107,4142251568,54301
1715 DOUSMAN ST,543033211,9204964700,54303
3955 PATIENT CARE WAY,489114299,5173747600,48911
1560 E CHEVY CHASE DR,912064159,3106660561,91206
2525 S MICHIGAN AVE,606162315,NA,60616
2525 S MICHIGAN AVE,606162315,3125672000,60616
400 C ST,841431005,8014081100,84143
700 S HWY 99 3,846315137,4357435555,84631
108 INTRACOASTAL POINTE DR,334775036,5615753050,33477
6363 FRANCE AVE S,554352142,9529202070,55435
1430 JEFFERSON ST,394404243,6014252273,39440
1440 JEFFERSON ST,394404243,6016496213,39440
128 WERTZ AVE NW,447084196,3304547722,44708
1800 ORLEANS ST,212870010,4109555000,21287
10101 FOREST HILL BLVD,334146103,5617988500,33414
2815 S SEACREST BLVD,334357934,5617377733,33435
3060 MELALEUCA LN,334615174,5613577370,33461
9655 W BOYNTON BEACH BLVD,334724421,5613367000,33472
316 22ND AVE N,372031842,6152845185,37203
3900 ST FRANCIS WAY,479054923,7654632399,47905
1601 OWEN DR,283043425,9106780100,28304
555 WASHINGTON ST,921032289,NA,92103
1000 HOUGHTON AVE,486025303,9895836800,48602
22 DAVIS DR,105043005,9142386330,10504
611 E DOUGLAS RD,465451467,5743356770,46545
1615 DELAWARE ST,986322310,3604142000,98632
1660 DELAWARE ST,986322310,3604142800,98632
1615 DELAWARE ST,986322367,3606364814,98632
5606 BEAR RD,132121648,NA,13212
1414 W FAIR AVE,498555407,9062253910,49855
100 SENTARA CIRCLE,231885713,7579847217,23188
100 SENTARA CIR,231885713,NA,23188
836 GLENROCK RD,235023702,7572522900,23502
3000 COLISEUM DR,236665963,7577367250,23666
4000 COLISEUM DR,236665983,NA,23666
3033 STATE RD,442233600,3309286780,44223
970 E WASHINGTON ST,442562171,3302539727,44256
825 NICOLLET MALL,554022605,NA,55402
1337 CENTRE CT,713013405,3184459331,71301
71211 HWY 21,704337174,NA,70433
1100 PARK AVE,101281202,2124279550,10128
10047 CROSSROAD CT SE,493167316,6166858850,49316
200 JEFFERSON AVE SE,495034502,6166855000,49503
310 LAFAYETTE AVE SE,495034693,NA,49503
2700 WESTCHESTER AVE,105772547,9148316815,10577
210 WESTCHESTER AVE,106042901,9146820700,10604
8220 MEADOWBRIDGE RD,231162339,8043711670,23116
4425 WELCOME WAY,528064060,8882206432,52806
1928 ALCOA HWY,379201502,NA,37920
1924 ALCOA HWY,379201511,NA,37920
1924 ALCOA HWY,379201511,8655449218,37920
1924 ALCOA HWY U106,379201511,8653059040,37920
1932 ALCOA HWY 570,379201588,8653056500,37920
1932 ALCOA HWY,379201588,NA,37920
1800 ORLEANS ST,212870010,4109555000,21287
6319 FAIRMONT PKWY,775054239,NA,77505
3015 N BALLAA RD,631312329,NA,63131
3009 N BALLAS RD,631312381,NA,63131
929 N GALLOWAY AVE,751497413,NA,75149
400 W AIRPORT BLVD,327735489,4076653319,32773
16542 VENTURA BLVD,914362005,8187019211,91436
2555 COURT DR,280542191,7046717652,28054
1818 N MEADE ST,549113454,9207357645,54911
1 /2 PARADA,919,7877582000,919
33 -57 HARRISON ST,137902107,NA,13790
10 -24 MITCHELL AVE,139031617,6077626000,13903
4417 VESTAL PKWY E,138503556,6077707365,13850
1000 S AVE,146202733,5853410209,14620
1000 S AVE,146202733,5853410456,14620
273 UPPER FALLS BLVD,146052131,5857845900,14605
82 HOLLAND ST,146052131,5854235800,14605
8800 STATE LINE RD,662061553,NA,66206
1000 CARONDELET DR,641144673,NA,64114
201 5TH NEST,442033017,3306154158,44203
115 CHRISTOPHER COLUMBUS DR,73025526,2014516300,73025
706 BERGEN AVE,73064802,2014516300,73064
2850 N RIDGE RD,210433396,4104188550,21043
181 W MEADOW DR,816575058,9704795036,81657
6777 W MAPLE RD,483223013,2486414100,48322
2831 FORT MISSOULA RD,598047479,NA,59804
2845 GREENBRIER RD,543116519,9202888000,54311
4061 OLD PESHTIGO RD,541433887,7157328000,54143
3003 UNIVERSITY DR,541434110,7157356621,54143
5010 CRENSHAW RD,775054614,8323990400,77505
530 ORCHARD ST,775984110,2813384004,77598
48 ROUTE 25A,117871454,6318646111,11787
8300 FLOYD CURL DR,782293931,2104509000,78229
5555 W THUNDERBIRD RD,853064622,NA,85306
1395 CALLE SAN RAFAEL,9092518,7877232950,90925
TERRAZAS DE PARQUE ESCORIAL,9850001,7876374745,98500
500 W BROADWAY ST,598024096,4065437271,59802
36 HUNTINGTON RD,88203108,NA,88203
1600 S ANDREWS AVE,333162510,9547126427,33316
1400 S DOBSON AVE,852024707,6023691941,85202
736 BROADWAY N,581224421,7012342000,58122
736 BROADWAY N,581024421,7012342000,58102
1051 ESSINGTON RD,604352812,8157261818,60435
3470 MAYLAND CT,232331468,8045274538,23233
401 N 12TH ST,232985035,NA,23298
433 E 6TH ST,852037104,NA,85203
1301 S CRIMSON RD,852093767,NA,85209
4425 W MADISON,600762627,NA,60076
503 GRASSLANDS RD,105951593,9143670000,10595
825 BARRET AVE,402041743,5022725165,40204
4950 NORTON HEALTHCARE BLVD,402412848,5023945678,40241
1 NEUMANN WAY,452151915,5138538900,45215
3219 CLIFTON AVE,452203027,5138534684,45220
292 LONG RIDGE RD,69021627,NA,69021
29 HOSPITAL PLZ,69023602,NA,69023
ONE HOSPITAL PLAZA,69049317,2032767298,69049
5 HIGH RIDGE PARK,69051326,2032764644,69051
254 EASTON AVE,89011766,7327458600,89011
2510 30TH AVE,111022448,NA,11102
1668 S VOLUSIA AVE,327637335,3867751175,32763
1840 CLASSIQUE LN,327785748,3867751175,32778
6720 BERTNER AVE,770302604,71379817502,77030
2215 WILDWOOD AVE,721205090,5017532424,72120
90 S BEDFORD RD,105493412,9142411050,10549
2055 N HIGH ST,802055545,3033019010,80205
2727 W HOLCOMBE BLVD,770251669,7134424849,77025
2210 SUTHERLAND AVE,379192337,8.66E+12,37919
900 E BROADWAY,585014520,7015307000,58501
11104 PARKVIEW CIRCLE DR,468451672,2062665400,46845
611 E DOUGLAS RD,465451467,5743356770,46545
142 PALISADE AVE,73061108,NA,73061
35400 BOB HOPE DR,922701774,7602020686,92270
1221 N COTTON,799023015,9155981600,79902
18335 E VALLEY BLVD,917445968,6268103330,91744
5900 SOM CTR RD,440943086,4402050242,44094
21420 HARPER AVE,480803607,5867767950,48080
1349 S ROCHESTER RD,483073151,2482999850,48307
1 0 CARR 506 KM,780,7878482100,780
19600 E 39TH ST,640572301,8162769230,64057
1127 W ST,214013615,4105739511,21401
1505 N EDGEMONT ST,900275209,3237834011,90027
4867 W SUNSET BLVD,900275969,3237834011,90027
4725 W SUNSET BLVD,900276021,3237834011,90027
8700 BEVERLY BLVD,900481865,3104235000,90048
4320 WORNALL RD BLDG,641113235,8165311550,64111
1125 GOODYEAR AVE,359032007,2564929197,35903
917 GODFREY SEAVE,359675026,2568457955,35967
608 MARTIN LUTHER KING DR,362017344,2568320100,36201
3205 20TH AVE,368542952,3347685784,36854
2801 ATLANTIC AVE,908061701,5629332000,90806
1800 N MAIN ST,601873112,6306144960,60187
225 E CHICAGO AVE,606112991,8005437362,60611
2515 N CLARK ST,606143393,8005437362,60614
1715 N GEORGE MASON DR,222053655,7037177851,22205
1305 W 18TH ST,571040401,6053331720,57104
1200 S EUCLID AVE,571050430,6053287595,57105
6550 FANNIN ST,770302740,NA,77030
114 WOODLAND ST,61051208,8607144097,61051
2544 W MONTROSE AVE,606181537,7732672622,60618
1431 N CLAREMONT AVE,606221702,7732782000,60622
3435 W VAN BUREN ST,606243312,7738266300,60624
3001 S HANOVER ST,212251233,4103503200,21225
9808 VENICE BLVD,902326819,NA,90232
433 E 6TH ST,852037104,NA,85203
1301 S CRIMSON RD,852093767,NA,85209
430 E 162ND ST,604732258,3125045757,60473
1500 S LAKE PARK AVE,463426638,2199420551,46342
320 POMFRET ST,62601836,8609286541,62601
14101 FAIRVIEW DR,553372515,6123655000,55337
14101 FAIRVIEW DR,553372537,NA,55337
911 NORTHLAND DR,553712172,NA,55371
919 NORTHLAND DR,553712172,NA,55371
420 DELAWARE ST SE,554550341,6122733000,55455
14502 W MEEKER BLVD,853755282,NA,85375
825 BARRET AVE,402041743,5022725165,40204
4950 NORTON HEALTHCARE BLVD,402412848,5023945678,40241
3304 SE LAKE WEIR AVE,344718602,3526209181,34471
1645 HAVEN AVE,82263066,6093600300,82263
208 W WHITEHORSE PIKE,8240,6096522256,8240
121 DEKALB AVE,112015425,NA,11201
1540 WASHINGTON AVE,331397801,9413660134,33139
485 S DOBSON RD,852245603,NA,85224
3555 S VAL VISTA DR,852977323,NA,85297
5890 WATERLOO RD,210452617,NA,21045
419 W REDWOOD ST,212011734,4103285196,21201
3660 VISTA AVE,631102540,3149776100,63110
2825 E BARNETT RD,975048332,5417897000,97504
3304 SE LAKE WEIR AVE,344718602,3526209181,34471
500 SHARON RD,150091957,7247288751,15009
1000 DUTCH RIDGE RD,150099727,NA,15009
720 BLACKBURN RD,151431459,4127497127,15143
1301 CARLISLE ST,150651152,NA,15065
1307 FEDERAL ST,152124769,NA,15212
4800 FRIENDSHIP AVE,152241722,NA,15224
825 OLD LANCASTER RD,190103200,6105273800,19010
2332 ALPINE NW AVE,495441955,6163916236,49544
200 TRENTON RD,80151705,6098936611,80151
4000 SPENCER HWY,775041202,NA,77504
3808 WOODLAWN AVE,775041933,NA,77504
4600 E SAM HOUSTON PKWY S,775053948,NA,77505
2850 JACKSON DR,291183156,NA,29118
1097 COOK RD,291188209,NA,29118
1033 N HIGH ST,432012409,6143406777,43201
7000 SW 62ND AVE,331434717,3057406071,33143
1140 BROADBAND DR,329012623,3217331901,32901
1160 BROADBAND DR,329012623,3217331901,32901
601 HANDEYSIDE LN,535381273,9205635544,53538
1 S PARK ST,537151375,6082872000,53715
2600 GREENBUSH ST,479042477,7654488000,47904
5300 MILITARY RD,140921903,7162982008,14092
3435 BAILEY AVE,142151194,7168352966,14215
3801 BELLEMEADE AVE,477140114,8124851797,47714
23430 HAWTHORNE BLVD,905054730,3107845880,90505
1900 N HIGLEY RD,852341604,4805432000,85234
995 S CLARIZZ BLVD,474015588,8123533060,47401
550 S LANDMARK AVE,474033239,8123356900,47403
151 EVERETT AVE,21501812,6178848300,21501
2435 W BELVEDERE AVE,212155224,4106016207,21215
980 JOHNSON FERRY RD,303421615,4042529140,30342
517 RIVIERA ST D,342852827,9412449524,34285
2400 GOLF RD,530725590,NA,53072
725 AMERICAN AVE,531885031,NA,53188
1625 COLDWATER CREEK DR,531888028,NA,53188
2301 N LAKE DR,532114508,NA,53211
36 W 60TH ST,100237903,2125238672,10023
500 W BROADWAY ST,598024008,4065437271,59802
555 W STATE RD,327505119,NA,32750
32 W GORE ST,328061134,3218413820,32806
1414 KUHL AVE,328062008,4078415111,32806
9400 TURKEY LAKE RD,328198001,4073541202,32819
1000 10TH AVE,100191147,2125236500,10019
332 2ND AVE N,580754528,7016427000,58075
300 2ND AVE NE,584013373,7012516000,58401
801 BROADWAY N,581023641,NA,58102
736 BROADWAY N,581024421,7012342000,58102
1720 UNIVERSITY DR S,581034940,7012804140,58103
5225 23RD AVE S,581047927,7014172575,58104
999 N TUSTIN AVE,927056501,7146640045,92705
115 LOCUST ST,950603907,8314254100,95060
5615 SCOTTS VALLEY DR,950663492,8314302700,95066
75 NEILSON ST,950762468,8317244741,95076
600 PETERSON PKWY,562737823,3203542222,56273
900 BEACH BLVD,322504368,9042490335,32250
23077 GREENFIELD RD,480753769,2485574129,48075
15855 19 MILE RD,480383504,5862632300,48038
26400 W OUTER DR,481462088,3133862000,48146
6071 W OUTER DR 7,482352624,3139666740,48235
438 W LAS TUNAS DR,917761216,NA,91776
100 S RAYMOND AVE,918013166,NA,91801
620 10TH ST N,337051407,7278248218,33705
959 E WALNUT ST,911065364,NA,91106
30 HOPE DR,170332036,NA,17033
455 SAINT MICHAELS DR,875057601,5058205233,87505
649 HARKLE RD,875054765,5059898200,87505
324 S COLE ST,458053258,NA,45805
1550 N MAIN ST,458012823,4195160327,45801
1 SPARTAN WAY,458014561,4199963436,45801
2965 IVY RD,229039330,4342439198,22903
825 NICOLLET MALL,554022610,6123338883,55402
1221 W LAKE ST,554083565,6127754800,55408
26351 PATRIOTS WAY,199472575,NA,19947
9733 HEALTHWAY DR,218111155,NA,21811
9733 HEALTHWAY DR,218111155,4106419620,21811
9733 HEALTHWAY DR,218111155,4106296888,21811
2600 GREENBUSH ST,479042477,7654488000,47904
9 HICKORY LN,65251433,NA,65251
3241 MAIN ST,66144850,2033834466,66144
267 GRANT ST,66102805,2033843000,66102
389 SERPENTINE DR,293033026,8645606012,29303
101 E WOOD ST,293033040,NA,29303
853 N CHURCH ST,293033070,NA,29303
11 NEVINS ST,21353514,NA,21353
822 BOYLSTON ST,24672595,6173270700,24672
205 E NASA BLVD,329011937,3217254500,32901
8550 NE 138TH LN,321596816,NA,32159
1627 W CHEW ST 3RD FL,181023648,6104021155,18102
1627 CHEW ST,181023648,NA,18102
668 N BEERS ST,77331584,NA,77331
496 WESTERN HWY,109132000,2123425155,10913
111 BEDFORD RD,105362115,9142323135,10536
360 N BEDFORD RD,105491143,9143028059,10549
90 S BEDFORD RD,105493412,9142411050,10549
400 E MAIN ST,105493417,9142411050,10549
600 WESTAGE BUSINESS CTR DR,125242281,8452315600,12524
44045 RIVDERSIDE PKWY,201765101,7037712960,20176
3300 GALLOWS RD,220423307,7037764001,22042
1850 TOWN CTR PKWY,201903298,7037582664,20190
3700 JOSEPH SIEWICK DR,220331738,7037582664,22033
317 W PUEBLO ST,931054355,8056817500,93105
935 S BAXTER AVE,757012245,9035924473,75701
74 ECLIPSE CTR,535113550,6083610311,53511
4131 MERIDIAN DR,535989699,6088463741,53598
600 N KOBAYASHI RD,775984841,2817248336,77598
3700 S ST,907121419,5625312550,90712
1925 PACIFIC AVE,84016713,6094846414,84016
8902 N MERIDIAN ST,462605306,8774483627,46260
2701 W 68TH ST,606291813,7738841662,60629
1500 S 48TH ST,685061279,4024891110,68506
120 WHITE HORSE PIKE,80351938,8565463900,80351
730 N BROAD ST,80961796,8567957505,80961
2550 MOSSIDE BLVD,151463514,4128560226,15146
520 MAPLE AVE,193804434,NA,19380
200 GRAND AVE,76314363,2015030660,76314
6701 FANNIN ST,770302608,8328241000,77030
1200 S COLUMBIA RD,582014036,7017805000,58201
1380 S COLUMBIA RD,582014059,7017952000,58201
725 HAMLINE ST,582032819,7017806800,58203
1001 7TH ST NE,583012719,7016622157,58301
23076 347TH ST SE,565359466,2186875317,56535
400 S MINNESOTA ST,567161808,2182819100,56716
751 N BLAKELY DR,980296201,NA,98029
1200 EL CAMINO REAL,940803208,6507422000,94080
80 GARDEN CT,939405367,NA,93940
389 SERPENTINE DR,293033026,8645606012,29303
853 N CHURCH ST,293033070,8645601650,29303
22 W LAKE BEAUTY,328062033,NA,32806
11100 EUCLID AVE,441065000,2168443944,44106
700 OLD COUNTRY RD,118034932,5169315800,11803
1025 W MAIN ST,636012079,NA,63601
1701 LACEY ST,637015230,5733344822,63701
1205 N OREGON,799024023,NA,79902
3315 S ALAMEDA ST,784111820,NA,78411
7101 S PADRE ISLAND DR,784124913,NA,78412
3315 S ALAMEDA ST,784111820,3617611533,78411
6027 WALNUT GROVE RD,381202128,9016810778,38120
401 SOUTHCREST CIRCLE,386716712,9016810778,38671
1205 S GRANDE AVE,571050410,NA,57105
3300 US HWY 27 S,338259701,NA,33825
101 CAMBRIDGE ST,18033741,7812720379,18033
16601 N 40TH ST,850323355,6023687280,85032
9100 W 74TH ST,662044004,9133839099,66204
8800 STATE LINE RD,662061553,9133839099,66206
500 W MAIN ST,117023027,6314220205,11702
301 E MAIN ST,117068408,NA,11706
687 CAMPBELL AVE,65163774,2039320787,65163
1120 MEDICAL PLAZA DR,773803242,NA,77380
7255 OLD OAK BLVD,441303338,4408164394,44130
701 W N AVE,601601699,7086813200,60160
365 E N AVE,601642628,7083458100,60164
520 S MAPLE AVE,603041022,7083839300,60304
610 S MAPLE AVE,603042808,7087638381,60304
1044 N FRANCISCO AVE,606222743,7732928200,60622
264 BOYDEN AVE,70403070,9737615722,70403
372 VALLEY RD,70525303,9736690010,70525
5 FRANKLIN AVE,71093522,9737591221,71093
2601 E ROOOSEVELT ST,850084973,NA,85008
3141 N 3RD AVE,850134351,6029141583,85013
3126 S JACKSON AVE,648042500,NA,64804
100 MERCY WAY,648044524,NA,64804
166 LYONS AVE,71122016,9739267000,71122
201 LIONS AVE,71122027,9739267300,71122
201 LIONS AVE,71122027,9739267472,71122
201 LIONS AVE,71122027,9739267472,71122
129 VISION PARK BLVD,773843024,9362735214,77384
300 2ND AVE,77406303,7329235037,77406
600 RIVER AVE 4,87015237,7329423594,87015
415 JACK MARTIN BLVD,87247732,7322068003,87247
425 JACK MARTIN BLVD,87247732,NA,87247
1725 PINE ST,361061109,NA,36106
1801 PINE ST,361061154,NA,36106
713 E ANDERSON ST,760865705,6825821000,76086
12609 LOUETTA RD,774295136,NA,77429
6501 TRUXTUN AVE,933090633,6613222206,93309
969 LAKELAND DR,392164606,NA,39216
971 LAKELAND DR,392164620,6012004860,39216
B2 BRIER HILL CT,88163348,NA,88163
294 APPLEGARTH RD,88313809,6094091363,88313
254 EASTON AVE,89011766,7327458600,89011
254 EASTON AVE,89011766,7327458600,89011
123 HOW LN,89013653,7327458600,89013
377 JERSEY AVE,73024325,NA,73024
6700 W 9TH AVE,791063701,8063580200,79106
2400 N ROCKTON AVE,611033655,8159715000,61103
2401 W UNIVERSITY AVE,473033428,7657473111,47303
2525 W UNIVERSITY AVE,473033433,7657474306,47303
221 N CELIA AVE,473034609,7657473376,47303
320 SUPERIOR AVE,926636140,NA,92663
8920 WILSHIRE BLVD,902112003,3106594384,90211
5901 GREEN VALLEY CIR,902306971,3102584295,90230
620 SHADOW LN,891064119,7023888430,89106
11 MEDICAL PARK DR,109703560,8456341871,10970
230 E RIDGEWOOD AVE,76524142,2019674000,76524
4800 NE 20 TERRACE,333084510,9547727773,33308
10250 N 92ND ST,852584518,4809492080,85258
2225 US HWY 41 N,317942749,2293914100,31794
901 18TH ST E,317943648,2293827120,31794
26357 MCBEAN PKWY,913554488,6612222600,91355
404 WESTWOOD AVE,272624316,NA,27262
1720 WESTCHESTER DR,272627285,NA,27262
3325 CHANATE RD,954041707,7075764000,95404
1200 EL CAMINO REAL,940803208,6507422000,94080
CARR 420 KM,6760001,7873646083,67600
6238 W ATLANTIC AVE,334843501,NA,33484
125 PARKER HILL AVE,21202847,6177545800,21202
